C1 Movement Identifier 2, Count, C1 Movement Identifier 1, Count, C1 Movement Identifier 3, Count, C2 Movement Identifier 1, Count, C2 Movement Identifier 3, Count, C2 Movement Identifier 2, Count, 
QFA4139, 1, QFA4139, 1, QFA4139, 1, , , TGW7362, 1, TGW7362, 1, 
Cathy4358, 5, Cathy4358, 5, Cathy4358, 5, , , Cathy5476, 5, Cathy5476, 5, 
, , QFA8929, 3, QFA8929, 3, , , TGW3676, 2, TGW3676, 6, 
, , QFA6221, 1, QFA6221, 1, , , QFA9427, 2, QFA9427, 2, 
, , QFA6223, 1, QFA6223, 1, , , VOZ6451, 1, VOZ6451, 1, 
, , QLK7824, 1, QLK7824, 1, , , , , TGW3673, 1, 
, , QFA2904, 3, QFA2904, 3, , , , , MAS4259, 5, 
, , RXA8187, 1, RXA8187, 1, , , , , TGW5741, 2, 
, , RXA8127, 1, RXA8127, 1, , , , , JST8931, 2, 
, , QFA6431, 2, QFA6431, 2, , , , , JST9531, 1, 
, , ANZ2868, 1, ANZ2868, 1, , , , , TGW3076, 1, 
, , EK7469, 1, EK7469, 1, , , , , QFA2752, 1, 
, , RXA6804, 2, RXA6804, 2, , , , , , 1, 
, , EK7292, 1, EK7292, 1, , , , , , , 
, , EK7892, 1, EK7892, 1, , , , , , , 
, , QLK7166, 1, QLK7166, 1, , , , , , , 
, , QFA2166, 1, QFA2166, 1, , , , , , , 
, , QLK2166, 1, QLK2166, 1, , , , , , , 
, , ANZ9724, 3, ANZ9724, 3, , , , , , , 
, , JST7308, 2, JST7308, 2, , , , , , , 
, , JST7309, 1, JST7309, 1, , , , , , , 
, , , , QLK5696, 3, , , , , , , 
, , , , VOZ9486, 2, , , , , , , 
, , , , VOZ9286, 2, , , , , , , 
, , , , QLK5372, 2, , , , , , , 
, , , , TGW3749, 2, , , , , , , 
, , , , TGW4136, 1, , , , , , , 
, , , , TGW3797, 2, , , , , , , 
, , , , SIA4573, 3, , , , , , , 
, , , , , , , , , , , , 
, , , , TGW3787, 1, , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
, , , , , , , , , , , , 
